Benchmarks,Policy,RT,IPC,MPKI,Pred_Accuracy (%),Energy (mJ),REF/WB Counts
server_033,Refresh,100ms,0.6800619999999999,56.883539999999996,95.15526159209816,18.543439988496445,0.0
server_033,Refresh,1s,0.6800619999999999,56.883539999999996,95.15526159209816,19.41847309849645,0.0
server_033,WriteBack,1ms,0.6799839999999999,56.886790000000005,95.15532030026161,17.545142686757004,3138.0
server_033,WriteBack,10ms,0.6800619999999999,56.883539999999996,95.15526159209816,17.980918703496446,0.5
server_033,WriteBack,100ms,0.6800619999999999,56.883539999999996,95.15526159209816,18.543439988496445,0.0
server_033,WriteBack,1s,0.803793,57.7699,98.63425550065129,30.085851891063257,0.0
server_034,Refresh,1ms,0.6983545,57.224689999999995,95.15519393892953,17.644763723639315,616.5
server_034,Refresh,10ms,0.6983655,57.224689999999995,95.15519393892953,18.08297561533483,19.0
server_034,Refresh,100ms,0.6983655,57.224689999999995,95.15519393892953,18.646725465334832,0.0
server_034,Refresh,1s,0.6983655,57.224689999999995,95.15519393892953,19.523685045334833,0.0
server_034,WriteBack,1ms,0.6987135,57.2266,95.15488700965375,17.639148604328554,12796.0
server_034,WriteBack,10ms,0.698359,57.22472,95.15519541249824,18.08291921735963,311.5
server_034,WriteBack,100ms,0.6983655,57.224689999999995,95.15519393892953,18.646725465334832,0.0
server_034,WriteBack,1s,0.6983655,57.224689999999995,95.15519393892953,19.523685045334833,0.0
server_035,Refresh,1ms,0.629897,56.84871658907701,95.16255485327947,17.672228531223645,1042.5
server_035,Refresh,10ms,0.629913,56.84871658907701,95.16255485327947,18.107298922168173,9.5
server_035,Refresh,100ms,0.6299135,56.84871658907701,95.16255485327947,18.667267803181723,0.0
server_035,Refresh,1s,0.6299135,56.84871658907701,95.16255485327947,19.538338213181724,0.0
server_035,WriteBack,1ms,0.629928,56.851366588918005,95.16269977382076,17.675231764444533,16053.5
server_035,WriteBack,10ms,0.629913,56.848826589070406,95.16255483664997,18.107301915130545,74.5
server_035,WriteBack,100ms,0.6299135,56.84871658907701,95.16255485327947,18.667267803181723,0.0
server_035,WriteBack,1s,0.6299135,56.84871658907701,95.16255485327947,19.538338213181724,0.0
server_036,Refresh,1ms,0.9830425,8.354079665836814,95.30445839403703,4.417432307076035,18451.5
server_036,Refresh,10ms,0.9837020000000001,8.354079665836814,95.30445839403703,4.647928173069539,556.5
server_036,Refresh,100ms,0.9837340000000001,8.354079665836814,95.30445839403703,4.954307175322073,0.0
server_036,Refresh,1s,0.9837340000000001,8.354079665836814,95.30445839403703,5.431347655322074,0.0
server_036,WriteBack,1ms,0.983738,8.363329665466814,95.30642316611329,4.421314327689897,30278.5
server_036,WriteBack,10ms,0.9837340000000001,8.354119665835213,95.30445821395764,4.647645375322074,4.5
server_036,WriteBack,100ms,0.9837340000000001,8.354079665836814,95.30445839403703,4.954307175322073,0.0
server_036,WriteBack,1s,0.9837340000000001,8.354079665836814,95.30445839403703,5.431347655322074,0.0
server_037,Refresh,1ms,0.910504,18.815859623682808,95.26498484102817,7.766665476702069,3672.5
server_037,Refresh,10ms,0.9106190000000001,18.815859623682808,95.26498484102817,8.060161966076025,85.0
server_037,Refresh,100ms,0.910622,18.815859623682808,95.26498484102817,8.439541033298756,0.0
server_037,Refresh,1s,0.910622,18.815859623682808,95.26498484102817,9.029755133298757,0.0
server_037,WriteBack,1ms,0.910448,18.81773962364521,95.26503171074214,7.7651382300154435,10428.0
server_037,WriteBack,10ms,0.9106565,18.815979623680406,95.26498640760927,8.060167530278797,28.5
server_037,WriteBack,100ms,0.910622,18.815859623682808,95.26498484102817,8.439541033298756,0.0
server_037,WriteBack,1s,0.910622,18.815859623682808,95.26498484102817,9.029755133298757,0.0
server_038,Refresh,1ms,0.9129465,18.61341962773161,95.26468772675486,7.740795847948722,1660.5
server_038,Refresh,10ms,0.9129970000000001,18.61341962773161,95.26468772675486,8.036541954892652,63.0
server_038,Refresh,100ms,0.912998,18.61341962773161,95.26468772675486,8.417673972508904,0.0
server_038,Refresh,1s,0.912998,18.61341962773161,95.26468772675486,9.010597002508906,0.0
server_038,WriteBack,1ms,0.91275,18.620849627583006,95.26484442580846,7.743304678882288,10140.5
server_038,WriteBack,10ms,0.9129514999999999,18.614769627704607,95.26469174107659,8.036967127701129,548.5
server_038,WriteBack,100ms,0.912998,18.61341962773161,95.26468772675486,8.417673972508904,0.0
server_038,WriteBack,1s,0.912998,18.61341962773161,95.26468772675486,9.010597002508906,0.0
server_039,Refresh,1ms,0.9281585000000001,14.100449416383029,95.2931554513797,6.2105716380547795,9797.5
server_039,Refresh,10ms,0.9284595,14.100449416383029,95.2931554513797,6.445056267668255,540.5
server_039,Refresh,100ms,0.9284859999999999,14.100449416383029,95.2931554513797,6.75156906338295,0.0
server_039,Refresh,1s,0.9284859999999999,14.100449416383029,95.2931554513797,7.228804703382952,0.0
server_039,WriteBack,1ms,0.9284414999999999,14.10957941606523,95.29383083581985,6.21353900981451,21283.5
server_039,WriteBack,10ms,0.9284955,14.100499416382029,95.29336857831109,6.44642755090705,4277.0
server_039,WriteBack,100ms,0.9284859999999999,14.100449416383029,95.2931554513797,6.75156906338295,0.0
server_039,WriteBack,1s,0.9284859999999999,14.100449416383029,95.2931554513797,7.228804703382952,0.0
